no_bon,id_pelanggan,tanggal_bon,kota,id_produk,jumlah_terjual,diskon,rating,Komplain,nama_pelanggan,gender,tanggal_lahir,jenis_barang,merek_barang,harga_satuan,modal,tahun_lahir,generasi,profit_per_item,total_profit,total_revenue
BON04567,PEL01889,2024-04-07,Tangerang,PRD00059,26,15,1,yes,Agus HJP,L,2001-07-13,PC Rakitan,MJ005,29000000.0,22230419.0,2001,Gen Z,6769581.0,176009106.0,754000000.0
BON04568,PEL01830,2022-05-25,Bogor,PRD00001,10,15,5,no,Sari MRJ,P,1967-03-27,Mouse,Logitech,125000.0,107423.0,1967,Gen X,17577.0,175770.0,1250000.0
BON04569,PEL00364,2021-04-13,Bekasi,PRD00028,22,10,2,no,Sari LLA,P,1970-03-03,Printer,HP,2800000.0,1776707.0,1970,Gen X,1023293.0,22512446.0,61600000.0
BON04570,PEL00521,2024-07-12,Jakarta,PRD00057,13,5,4,no,Tina CBD,P,2004-06-13,PC Rakitan,MJ003,21500000.0,13982066.0,2004,Gen Z,7517934.0,97733142.0,279500000.0
BON04571,PEL00775,2022-11-22,Bandung,PRD00027,12,5,1,yes,Dewi KHX,P,2004-09-12,Printer,Epson,1800000.0,1129863.0,2004,Gen Z,670137.0,8041644.0,21600000.0
BON04572,PEL00360,2022-12-16,Depok,PRD00003,44,25,4,no,Agus BUO,L,1974-04-13,Mouse,SteelSeries,450000.0,358724.0,1974,Gen X,91276.0,4016144.0,19800000.0
BON04573,PEL00238,2025-04-14,Jakarta,PRD00059,30,15,4,no,Budi RSZ,L,1989-11-25,PC Rakitan,MJ005,29000000.0,22230419.0,1989,Milenial,6769581.0,203087430.0,870000000.0
BON04574,PEL00923,2021-12-10,Bogor,PRD00036,43,25,3,no,Rudi SDX,L,1996-08-09,Speaker,JBL,1200000.0,807918.0,1996,Gen Z,392082.0,16859526.0,51600000.0
BON04575,PEL01347,2021-11-17,Tangerang,PRD00021,12,15,2,no,Rudi BYP,L,1990-03-06,Keyboard,Xerox,750000.0,514953.0,1990,Milenial,235047.0,2820564.0,9000000.0
BON04576,PEL01690,2024-07-19,Tangerang,PRD00027,25,5,2,no,Sari OIY,P,1986-09-28,Printer,Epson,1800000.0,1129863.0,1986,Milenial,670137.0,16753425.0,45000000.0
BON04577,PEL00218,2023-06-05,Jakarta,PRD00033,18,0,4,no,Joko KFE,L,1994-05-17,Printer,Ricoh,1800000.0,1412073.0,1994,Milenial,387927.0,6982686.0,32400000.0
BON04579,PEL01285,2023-04-08,Jakarta,PRD00021,16,15,2,no,Sari DJI,P,1967-12-09,Keyboard,Xerox,750000.0,514953.0,1967,Gen X,235047.0,3760752.0,12000000.0
BON04580,PEL01889,2022-08-25,Bandung,PRD00021,19,15,4,no,Agus HJP,L,2001-07-13,Keyboard,Xerox,750000.0,514953.0,2001,Gen Z,235047.0,4465893.0,14250000.0
BON04581,PEL00460,2021-07-02,Tangerang,PRD00023,17,15,5,no,Agus KKN,L,1987-11-11,Keyboard,Ricoh,450000.0,375091.0,1987,Milenial,74909.0,1273453.0,7650000.0
BON04582,PEL01085,2021-07-14,Tangerang,PRD00043,25,10,4,no,Rudi PQV,L,1978-06-19,Speaker,Simbadda,1000000.0,619214.0,1978,Gen X,380786.0,9519650.0,25000000.0
BON04583,PEL00538,2021-01-09,Tangerang,PRD00030,27,10,4,no,Lia TZE,P,1974-02-11,Printer,Samsung,2700000.0,1800182.0,1974,Gen X,899818.0,24295086.0,72900000.0
BON04584,PEL00816,2025-03-08,Tangerang,PRD00047,10,5,4,no,Sari OTJ,P,1987-05-28,Laptop,HP,4750000.0,3623315.0,1987,Milenial,1126685.0,11266850.0,47500000.0
BON04585,PEL01751,2021-06-13,Tangerang,PRD00038,22,10,3,no,Agus AAY,L,1990-08-05,Speaker,Bose,1400000.0,929872.0,1990,Milenial,470128.0,10342816.0,30800000.0
BON04586,PEL00959,2023-05-03,Depok,PRD00014,20,0,3,no,Tina RGT,P,1997-01-07,Monitor,Eizo,750000.0,557724.0,1997,Gen Z,192276.0,3845520.0,15000000.0
BON04587,PEL00649,2023-11-28,Bandung,PRD00026,16,10,2,no,Joko PYO,L,1990-05-26,Printer,Canon,1800000.0,1375032.0,1990,Milenial,424968.0,6799488.0,28800000.0
BON04589,PEL01445,2024-02-26,Bandung,PRD00008,27,0,3,no,Agus LPP,L,1974-07-25,Monitor,ASUS,1850000.0,1548728.0,1974,Gen X,301272.0,8134344.0,49950000.0
BON04590,PEL00634,2022-05-23,Bogor,PRD00030,19,10,3,no,Agus SOB,L,1991-07-25,Printer,Samsung,2700000.0,1800182.0,1991,Milenial,899818.0,17096542.0,51300000.0
BON04591,PEL01797,2024-01-18,Depok,PRD00056,27,5,5,no,Joko FET,L,1985-02-13,PC Rakitan,MJ002,11000000.0,8515886.0,1985,Milenial,2484114.0,67071078.0,297000000.0
BON04592,PEL00710,2025-03-07,Bandung,PRD00024,27,15,4,no,Dedi NDU,L,1989-12-14,Keyboard,Kyocera,850000.0,759960.0,1989,Milenial,90040.0,2431080.0,22950000.0
BON04593,PEL01631,2023-05-04,Bandung,PRD00014,19,0,1,yes,Sari LAY,P,1985-01-08,Monitor,Eizo,750000.0,557724.0,1985,Milenial,192276.0,3653244.0,14250000.0
BON04594,PEL01391,2023-10-11,Bandung,PRD00027,12,5,3,no,Lia TNQ,P,1995-02-04,Printer,Epson,1800000.0,1129863.0,1995,Gen Z,670137.0,8041644.0,21600000.0
BON04595,PEL00376,2024-09-03,Bekasi,PRD00067,21,5,2,no,Dewi BRZ,P,1972-01-21,PC Rakitan,MJ013,24000000.0,20554678.0,1972,Gen X,3445322.0,72351762.0,504000000.0
BON04596,PEL00249,2025-03-04,Bandung,PRD00019,20,15,5,no,Tina ZWI,P,1968-04-28,Keyboard,Brother,1150000.0,843532.0,1968,Gen X,306468.0,6129360.0,23000000.0
BON04598,PEL01817,2022-03-24,Bekasi,PRD00004,26,0,4,no,Joko LEE,L,1970-08-03,Mouse,Corsair,425000.0,267954.0,1970,Gen X,157046.0,4083196.0,11050000.0
BON04599,PEL00815,2023-04-05,Bogor,PRD00054,14,0,4,no,Budi QHX,L,2000-10-22,Laptop,Apple,17750000.0,15174836.0,2000,Gen Z,2575164.0,36052296.0,248500000.0
BON04600,PEL01207,2024-10-06,Tangerang,PRD00058,23,15,3,no,Rudi QCM,L,1985-10-25,PC Rakitan,MJ004,20000000.0,17077100.0,1985,Milenial,2922900.0,67226700.0,460000000.0
BON04601,PEL00177,2023-07-01,Tangerang,PRD00049,29,15,2,no,Dewi FJY,P,1976-02-27,Laptop,Dell,11750000.0,7974594.0,1976,Gen X,3775406.0,109486774.0,340750000.0
BON04602,PEL01690,2023-05-18,Jakarta,PRD00006,13,10,1,yes,Sari OIY,P,1986-09-28,Monitor,LG,1900000.0,1147364.0,1986,Milenial,752636.0,9784268.0,24700000.0
BON04603,PEL00687,2022-12-14,Bandung,PRD00027,98,25,1,yes,Sari AIS,P,2002-06-26,Printer,Epson,1800000.0,1129863.0,2002,Gen Z,670137.0,65673426.0,176400000.0
BON04604,PEL00538,2023-11-09,Tangerang,PRD00052,30,15,5,no,Lia TZE,P,1974-02-11,Laptop,Microsoft,13500000.0,11312162.0,1974,Gen X,2187838.0,65635140.0,405000000.0
BON04605,PEL00659,2023-03-27,Tangerang,PRD00001,17,5,1,yes,Tina ALP,P,1987-11-27,Mouse,Logitech,125000.0,107423.0,1987,Milenial,17577.0,298809.0,2125000.0
BON04606,PEL00411,2023-11-04,Tangerang,PRD00011,20,10,2,no,Sari YCR,P,1987-01-24,Monitor,Acer,1000000.0,747733.0,1987,Milenial,252267.0,5045340.0,20000000.0
BON04607,PEL00392,2021-08-13,Bekasi,PRD00025,25,5,4,no,Budi XJL,L,1979-09-08,Keyboard,Panasonic,400000.0,287728.0,1979,Gen X,112272.0,2806800.0,10000000.0
BON04608,PEL00952,2022-03-19,Depok,PRD00011,26,10,2,no,Tina HMX,P,1972-09-08,Monitor,Acer,1000000.0,747733.0,1972,Gen X,252267.0,6558942.0,26000000.0
BON04609,PEL00243,2024-02-20,Bogor,PRD00009,27,0,2,no,Sari FUI,P,1988-05-08,Monitor,Samsung,1600000.0,1139107.0,1988,Milenial,460893.0,12444111.0,43200000.0
BON04610,PEL00652,2025-06-08,Bekasi,PRD00002,21,15,1,yes,Tina PWT,P,1983-12-22,Mouse,Razer,125000.0,87603.0,1983,Milenial,37397.0,785337.0,2625000.0
BON04611,PEL00282,2021-12-01,Depok,PRD00038,78,25,3,no,Dewi VON,P,1977-10-25,Speaker,Bose,1400000.0,929872.0,1977,Gen X,470128.0,36669984.0,109200000.0
BON04612,PEL00131,2024-11-20,Tangerang,PRD00060,10,15,2,no,Tina IXL,P,1998-03-21,PC Rakitan,MJ006,27500000.0,19653764.0,1998,Gen Z,7846236.0,78462360.0,275000000.0
BON04613,PEL00963,2025-05-06,Depok,PRD00062,22,5,5,no,Rina DFV,P,1999-03-23,PC Rakitan,MJ008,11500000.0,8910960.0,1999,Gen Z,2589040.0,56958880.0,253000000.0
BON04614,PEL01013,2024-08-14,Bekasi,PRD00059,22,0,2,no,Joko CYN,L,1988-11-11,PC Rakitan,MJ005,29000000.0,22230419.0,1988,Milenial,6769581.0,148930782.0,638000000.0
BON04615,PEL01312,2023-05-12,Depok,PRD00032,16,0,1,yes,Rudi MFD,L,1993-05-11,Printer,Lexmark,2500000.0,1828761.0,1993,Milenial,671239.0,10739824.0,40000000.0
BON04616,PEL01405,2021-01-08,Bogor,PRD00019,28,5,4,no,Joko XQT,L,1974-07-04,Keyboard,Brother,1150000.0,843532.0,1974,Gen X,306468.0,8581104.0,32200000.0
BON04617,PEL00151,2022-09-19,Depok,PRD00041,21,15,5,no,Joko NSK,L,1974-05-07,Speaker,Advance,900000.0,624242.0,1974,Gen X,275758.0,5790918.0,18900000.0
BON04618,PEL00354,2023-08-19,Tangerang,PRD00006,24,0,1,yes,Rina ZTH,P,1992-08-09,Monitor,LG,1900000.0,1147364.0,1992,Milenial,752636.0,18063264.0,45600000.0
BON04620,PEL01847,2021-08-13,Tangerang,PRD00026,12,15,5,no,Lia NJW,P,1980-09-06,Printer,Canon,1800000.0,1375032.0,1980,Milenial,424968.0,5099616.0,21600000.0
BON04621,PEL01851,2024-01-20,Jakarta,PRD00018,28,15,3,no,Budi SHV,L,1995-06-23,Keyboard,HP,800000.0,605976.0,1995,Gen Z,194024.0,5432672.0,22400000.0
BON04622,PEL01043,2022-05-05,Bandung,PRD00004,19,15,4,no,Rina TNZ,P,1990-02-01,Mouse,Corsair,425000.0,267954.0,1990,Milenial,157046.0,2983874.0,8075000.0
BON04624,PEL00816,2021-11-12,Bogor,PRD00028,21,15,3,no,Sari OTJ,P,1987-05-28,Printer,HP,2800000.0,1776707.0,1987,Milenial,1023293.0,21489153.0,58800000.0
BON04625,PEL00552,2024-10-03,Bekasi,PRD00048,11,15,3,no,Lia GXJ,P,1995-12-26,Laptop,Lenovo,19750000.0,14463191.0,1995,Gen Z,5286809.0,58154899.0,217250000.0
BON04628,PEL00438,2024-05-25,Bandung,PRD00024,29,10,1,yes,Dewi VWH,P,2005-10-16,Keyboard,Kyocera,850000.0,759960.0,2005,Gen Z,90040.0,2611160.0,24650000.0
BON04629,PEL01004,2023-02-03,Jakarta,PRD00010,12,10,4,no,Dewi MML,P,1982-09-04,Monitor,BenQ,1950000.0,1409393.0,1982,Milenial,540607.0,6487284.0,23400000.0
BON04630,PEL00012,2022-06-23,Depok,PRD00019,14,0,5,no,Tina QFN,P,1982-05-10,Keyboard,Brother,1150000.0,843532.0,1982,Milenial,306468.0,4290552.0,16100000.0
BON04631,PEL00330,2022-11-22,Depok,PRD00031,17,5,5,no,Sari HHI,P,1991-03-26,Printer,Xerox,2700000.0,1999288.0,1991,Milenial,700712.0,11912104.0,45900000.0
BON04633,PEL00662,2022-08-03,Bandung,PRD00037,19,15,4,no,Joko WLU,L,2002-12-23,Speaker,Sony,700000.0,589264.0,2002,Gen Z,110736.0,2103984.0,13300000.0
BON04634,PEL00831,2023-07-28,Tangerang,PRD00021,18,0,1,yes,Lia DDF,P,1975-04-18,Keyboard,Xerox,750000.0,514953.0,1975,Gen X,235047.0,4230846.0,13500000.0
BON04636,PEL00434,2024-03-20,Bandung,PRD00002,14,10,5,no,Rudi YWH,L,1965-11-28,Mouse,Razer,125000.0,87603.0,1965,Gen X,37397.0,523558.0,1750000.0
BON04637,PEL01898,2021-12-26,Bandung,PRD00025,99,25,5,no,Rudi CWO,L,1971-08-23,Keyboard,Panasonic,400000.0,287728.0,1971,Gen X,112272.0,11114928.0,39600000.0
BON04639,PEL00466,2025-06-17,Bekasi,PRD00021,11,10,2,no,Dedi MJF,L,1968-07-15,Keyboard,Xerox,750000.0,514953.0,1968,Gen X,235047.0,2585517.0,8250000.0
BON04640,PEL01963,2024-03-16,Depok,PRD00053,17,0,5,no,Rudi LSY,L,1984-07-16,Laptop,Razer,13000000.0,10909656.0,1984,Milenial,2090344.0,35535848.0,221000000.0
BON04642,PEL00173,2022-09-06,Bekasi,PRD00015,16,5,5,no,Budi REP,L,1988-04-04,Monitor,ViewSonic,1950000.0,1227395.0,1988,Milenial,722605.0,11561680.0,31200000.0
BON04643,PEL00170,2024-10-16,Tangerang,PRD00074,11,0,3,no,Tina SMS,P,1965-12-12,PC Rakitan,MJ020,21500000.0,13410455.0,1965,Gen X,8089545.0,88984995.0,236500000.0
BON04644,PEL01759,2023-10-16,Tangerang,PRD00030,16,5,3,no,Dewi BED,P,1977-12-20,Printer,Samsung,2700000.0,1800182.0,1977,Gen X,899818.0,14397088.0,43200000.0
BON04645,PEL00301,2022-05-26,Jakarta,PRD00005,20,5,1,yes,Lia AHF,P,2000-12-05,Mouse,Microsoft,225000.0,178221.0,2000,Gen Z,46779.0,935580.0,4500000.0
BON04647,PEL00169,2021-11-02,Bogor,PRD00034,25,5,4,no,Dedi EEG,L,1988-02-23,Printer,Kyocera,2200000.0,1936263.0,1988,Milenial,263737.0,6593425.0,55000000.0
BON04648,PEL00136,2025-02-12,Bogor,PRD00022,30,5,5,no,Dewi UYU,P,1966-11-17,Keyboard,Lexmark,550000.0,477099.0,1966,Gen X,72901.0,2187030.0,16500000.0
BON04649,PEL01972,2022-05-23,Bandung,PRD00032,20,10,1,yes,Sari XWU,P,1965-03-19,Printer,Lexmark,2500000.0,1828761.0,1965,Gen X,671239.0,13424780.0,50000000.0
BON04650,PEL01785,2025-02-18,Bandung,PRD00014,21,5,1,yes,Joko ZHC,L,1997-01-13,Monitor,Eizo,750000.0,557724.0,1997,Gen Z,192276.0,4037796.0,15750000.0
BON04653,PEL01107,2023-04-15,Depok,PRD00045,20,15,5,no,Dewi XMO,P,2004-08-04,Laptop,Acer,5000000.0,4016132.0,2004,Gen Z,983868.0,19677360.0,100000000.0
BON04654,PEL00691,2024-10-25,Bandung,PRD00009,22,0,1,yes,Tina MYP,P,1965-08-04,Monitor,Samsung,1600000.0,1139107.0,1965,Gen X,460893.0,10139646.0,35200000.0
BON04655,PEL01303,2022-12-17,Bekasi,PRD00030,91,25,5,no,Rina CXN,P,1968-04-02,Printer,Samsung,2700000.0,1800182.0,1968,Gen X,899818.0,81883438.0,245700000.0
BON04656,PEL01254,2024-01-14,Jakarta,PRD00048,20,15,2,no,Rudi PTM,L,1984-05-28,Laptop,Lenovo,19750000.0,14463191.0,1984,Milenial,5286809.0,105736180.0,395000000.0
BON04657,PEL00524,2023-01-24,Tangerang,PRD00054,15,5,5,no,Lia FCO,P,1971-11-07,Laptop,Apple,17750000.0,15174836.0,1971,Gen X,2575164.0,38627460.0,266250000.0
BON04658,PEL01070,2024-04-07,Depok,PRD00017,28,10,5,no,Dedi ACA,L,1969-10-04,Keyboard,Epson,1250000.0,983813.0,1969,Gen X,266187.0,7453236.0,35000000.0
BON04659,PEL01475,2025-01-02,Bandung,PRD00062,20,5,3,no,Dedi APP,L,1982-07-12,PC Rakitan,MJ008,11500000.0,8910960.0,1982,Milenial,2589040.0,51780800.0,230000000.0
BON04660,PEL00661,2022-08-17,Tangerang,PRD00016,14,5,4,no,Rina VRR,P,1997-07-15,Keyboard,Canon,1100000.0,902572.0,1997,Gen Z,197428.0,2763992.0,15400000.0
BON04661,PEL01324,2025-01-27,Tangerang,PRD00011,28,15,1,yes,Sari GDO,P,1975-05-06,Monitor,Acer,1000000.0,747733.0,1975,Gen X,252267.0,7063476.0,28000000.0
BON04662,PEL01337,2021-04-16,Bandung,PRD00034,16,5,2,no,Dedi AMV,L,1984-02-26,Printer,Kyocera,2200000.0,1936263.0,1984,Milenial,263737.0,4219792.0,35200000.0
BON04663,PEL01987,2025-05-13,Bogor,PRD00012,17,0,3,no,Dedi GYG,L,2002-12-24,Monitor,MSI,1800000.0,1596299.0,2002,Gen Z,203701.0,3462917.0,30600000.0
BON04664,PEL01403,2023-12-27,Depok,PRD00030,51,25,5,no,Rina SRT,P,1990-01-11,Printer,Samsung,2700000.0,1800182.0,1990,Milenial,899818.0,45890718.0,137700000.0
BON04665,PEL01733,2023-04-09,Bekasi,PRD00019,11,10,4,no,Dedi WXG,L,2001-10-21,Keyboard,Brother,1150000.0,843532.0,2001,Gen Z,306468.0,3371148.0,12650000.0
BON04666,PEL01615,2022-03-27,Bogor,PRD00029,10,15,3,no,Budi RXR,L,1988-07-03,Printer,Brother,900000.0,607976.0,1988,Milenial,292024.0,2920240.0,9000000.0
BON04667,PEL00461,2024-01-07,Tangerang,PRD00019,14,0,1,yes,Sari LYK,P,1978-04-09,Keyboard,Brother,1150000.0,843532.0,1978,Gen X,306468.0,4290552.0,16100000.0
BON04668,PEL00304,2021-02-01,Tangerang,PRD00012,20,10,1,yes,Dewi MQW,P,1997-02-05,Monitor,MSI,1800000.0,1596299.0,1997,Gen Z,203701.0,4074020.0,36000000.0
BON04669,PEL01989,2023-12-19,Tangerang,PRD00004,36,25,3,no,Agus DAX,L,1980-02-23,Mouse,Corsair,425000.0,267954.0,1980,Milenial,157046.0,5653656.0,15300000.0
BON04670,PEL01382,2021-05-04,Depok,PRD00015,14,10,4,no,Dedi ZWB,L,1965-07-10,Monitor,ViewSonic,1950000.0,1227395.0,1965,Gen X,722605.0,10116470.0,27300000.0
BON04671,PEL01907,2023-12-03,Bandung,PRD00009,74,25,5,no,Dedi CSP,L,1978-11-28,Monitor,Samsung,1600000.0,1139107.0,1978,Gen X,460893.0,34106082.0,118400000.0
BON04672,PEL00766,2025-02-08,Tangerang,PRD00052,29,0,5,no,Rina FTZ,P,1974-11-10,Laptop,Microsoft,13500000.0,11312162.0,1974,Gen X,2187838.0,63447302.0,391500000.0
BON04673,PEL01449,2021-12-24,Tangerang,PRD00035,86,25,3,no,Rudi MYW,L,1996-11-12,Printer,Panasonic,2000000.0,1788056.0,1996,Gen Z,211944.0,18227184.0,172000000.0
BON04674,PEL01273,2024-05-07,Tangerang,PRD00019,28,15,1,yes,Dedi ECG,L,1982-05-23,Keyboard,Brother,1150000.0,843532.0,1982,Milenial,306468.0,8581104.0,32200000.0
BON04675,PEL00592,2022-11-05,Depok,PRD00001,16,10,3,no,Dedi XWP,L,1969-11-27,Mouse,Logitech,125000.0,107423.0,1969,Gen X,17577.0,281232.0,2000000.0
BON04676,PEL01660,2022-04-09,Bandung,PRD00036,18,15,1,yes,Budi FBB,L,1985-02-25,Speaker,JBL,1200000.0,807918.0,1985,Milenial,392082.0,7057476.0,21600000.0
BON04677,PEL00357,2024-01-09,Tangerang,PRD00061,30,15,3,no,Sari RSQ,P,1982-02-17,PC Rakitan,MJ007,8000000.0,5099595.0,1982,Milenial,2900405.0,87012150.0,240000000.0
BON04678,PEL01031,2023-12-15,Bandung,PRD00029,51,25,5,no,Agus OWS,L,1973-10-12,Printer,Brother,900000.0,607976.0,1973,Gen X,292024.0,14893224.0,45900000.0
BON04680,PEL00567,2023-05-11,Depok,PRD00020,23,15,4,no,Rudi SSP,L,2000-02-25,Keyboard,Samsung,600000.0,501505.0,2000,Gen Z,98495.0,2265385.0,13800000.0
BON04681,PEL00126,2021-02-05,Bandung,PRD00036,25,0,5,no,Dewi BSC,P,1966-12-28,Speaker,JBL,1200000.0,807918.0,1966,Gen X,392082.0,9802050.0,30000000.0
BON04682,PEL00176,2024-01-21,Bogor,PRD00046,12,0,5,no,Lia CPN,P,1989-08-09,Laptop,ASUS,12000000.0,10206638.0,1989,Milenial,1793362.0,21520344.0,144000000.0
BON04683,PEL01753,2021-08-18,Depok,PRD00020,10,5,5,no,Agus TCU,L,1990-10-28,Keyboard,Samsung,600000.0,501505.0,1990,Milenial,98495.0,984950.0,6000000.0
BON04684,PEL01303,2021-04-07,Bandung,PRD00024,28,0,1,yes,Rina CXN,P,1968-04-02,Keyboard,Kyocera,850000.0,759960.0,1968,Gen X,90040.0,2521120.0,23800000.0
BON04686,PEL01124,2023-10-02,Tangerang,PRD00015,26,10,5,no,Rudi ELC,L,1984-09-18,Monitor,ViewSonic,1950000.0,1227395.0,1984,Milenial,722605.0,18787730.0,50700000.0
BON04687,PEL01719,2024-06-16,Bandung,PRD00059,29,5,2,no,Agus RCB,L,1990-10-24,PC Rakitan,MJ005,29000000.0,22230419.0,1990,Milenial,6769581.0,196317849.0,841000000.0
BON04688,PEL00603,2024-01-11,Bandung,PRD00056,30,15,3,no,Tina IAJ,P,1993-10-27,PC Rakitan,MJ002,11000000.0,8515886.0,1993,Milenial,2484114.0,74523420.0,330000000.0
BON04690,PEL00796,2022-04-07,Bekasi,PRD00002,13,0,3,no,Tina UFZ,P,1973-10-15,Mouse,Razer,125000.0,87603.0,1973,Gen X,37397.0,486161.0,1625000.0
BON04691,PEL01441,2024-03-24,Bandung,PRD00025,22,10,4,no,Agus IKZ,L,1995-06-15,Keyboard,Panasonic,400000.0,287728.0,1995,Gen Z,112272.0,2469984.0,8800000.0
BON04692,PEL01533,2024-08-18,Jakarta,PRD00071,23,0,2,no,Rina KPC,P,1998-02-17,PC Rakitan,MJ017,25000000.0,19070970.0,1998,Gen Z,5929030.0,136367690.0,575000000.0
BON04693,PEL00097,2021-06-27,Depok,PRD00035,16,5,2,no,Lia LWW,P,1992-11-21,Printer,Panasonic,2000000.0,1788056.0,1992,Milenial,211944.0,3391104.0,32000000.0
BON04694,PEL01281,2023-02-27,Bandung,PRD00054,24,10,2,no,Joko PLY,L,1991-09-13,Laptop,Apple,17750000.0,15174836.0,1991,Milenial,2575164.0,61803936.0,426000000.0
BON04695,PEL00424,2022-05-17,Bandung,PRD00017,29,15,3,no,Dedi UJM,L,1995-11-21,Keyboard,Epson,1250000.0,983813.0,1995,Gen Z,266187.0,7719423.0,36250000.0
BON04697,PEL01422,2021-06-23,Jakarta,PRD00043,16,0,1,yes,Budi FGJ,L,1980-08-08,Speaker,Simbadda,1000000.0,619214.0,1980,Milenial,380786.0,6092576.0,16000000.0
BON04698,PEL00639,2022-05-11,Bandung,PRD00030,25,10,1,yes,Dedi GAX,L,1994-01-24,Printer,Samsung,2700000.0,1800182.0,1994,Milenial,899818.0,22495450.0,67500000.0
BON04699,PEL01321,2022-02-14,Jakarta,PRD00039,23,15,3,no,Lia NRC,P,1977-03-26,Speaker,Logitech,900000.0,573618.0,1977,Gen X,326382.0,7506786.0,20700000.0
BON04700,PEL01015,2024-10-22,Depok,PRD00047,20,15,5,no,Sari SFS,P,1996-07-12,Laptop,HP,4750000.0,3623315.0,1996,Gen Z,1126685.0,22533700.0,95000000.0
BON04701,PEL00134,2022-08-12,Tangerang,PRD00024,22,0,2,no,Dedi LYF,L,1968-04-01,Keyboard,Kyocera,850000.0,759960.0,1968,Gen X,90040.0,1980880.0,18700000.0
BON04702,PEL01673,2025-03-16,Jakarta,PRD00007,11,10,2,no,Rudi BEB,L,1986-04-15,Monitor,Dell,1850000.0,1578030.0,1986,Milenial,271970.0,2991670.0,20350000.0
BON04703,PEL01223,2023-03-07,Jakarta,PRD00050,27,10,1,yes,Sari NHY,P,1990-02-05,Laptop,MSI,19750000.0,17633164.0,1990,Milenial,2116836.0,57154572.0,533250000.0
BON04704,PEL00225,2021-09-27,Bandung,PRD00022,10,10,4,no,Dewi NHY,P,1980-05-24,Keyboard,Lexmark,550000.0,477099.0,1980,Milenial,72901.0,729010.0,5500000.0
BON04705,PEL00781,2023-04-27,Bogor,PRD00045,10,10,2,no,Agus GHN,L,1994-07-01,Laptop,Acer,5000000.0,4016132.0,1994,Milenial,983868.0,9838680.0,50000000.0
BON04706,PEL00573,2021-08-12,Depok,PRD00009,12,5,4,no,Tina GHE,P,1966-11-15,Monitor,Samsung,1600000.0,1139107.0,1966,Gen X,460893.0,5530716.0,19200000.0
BON04707,PEL00585,2021-10-06,Depok,PRD00020,29,10,1,yes,Joko LOE,L,1993-07-09,Keyboard,Samsung,600000.0,501505.0,1993,Milenial,98495.0,2856355.0,17400000.0
BON04708,PEL01165,2021-07-14,Tangerang,PRD00034,21,15,2,no,Dedi NXZ,L,1981-08-26,Printer,Kyocera,2200000.0,1936263.0,1981,Milenial,263737.0,5538477.0,46200000.0
BON04709,PEL00169,2022-03-23,Tangerang,PRD00017,15,5,5,no,Dedi EEG,L,1988-02-23,Keyboard,Epson,1250000.0,983813.0,1988,Milenial,266187.0,3992805.0,18750000.0
BON04710,PEL01912,2021-12-22,Jakarta,PRD00041,83,25,1,yes,Dedi CYJ,L,1969-02-03,Speaker,Advance,900000.0,624242.0,1969,Gen X,275758.0,22887914.0,74700000.0
BON04711,PEL00423,2025-02-07,Depok,PRD00023,21,0,5,no,Lia ZJJ,P,1993-12-27,Keyboard,Ricoh,450000.0,375091.0,1993,Milenial,74909.0,1573089.0,9450000.0
BON04712,PEL00144,2025-05-18,Jakarta,PRD00029,24,0,5,no,Rudi NCE,L,1983-09-20,Printer,Brother,900000.0,607976.0,1983,Milenial,292024.0,7008576.0,21600000.0
BON04713,PEL00521,2023-12-02,Bandung,PRD00050,33,25,3,no,Tina CBD,P,2004-06-13,Laptop,MSI,19750000.0,17633164.0,2004,Gen Z,2116836.0,69855588.0,651750000.0
BON04714,PEL00021,2021-04-16,Tangerang,PRD00006,13,15,5,no,Tina FJX,P,1990-06-13,Monitor,LG,1900000.0,1147364.0,1990,Milenial,752636.0,9784268.0,24700000.0
BON04715,PEL00644,2023-09-21,Jakarta,PRD00052,27,10,4,no,Sari AMT,P,2000-07-16,Laptop,Microsoft,13500000.0,11312162.0,2000,Gen Z,2187838.0,59071626.0,364500000.0
BON04716,PEL00902,2025-02-20,Bogor,PRD00047,26,10,4,no,Sari NHA,P,1982-11-27,Laptop,HP,4750000.0,3623315.0,1982,Milenial,1126685.0,29293810.0,123500000.0
BON04717,PEL00961,2024-07-25,Bogor,PRD00045,25,0,2,no,Dewi WDQ,P,2003-03-09,Laptop,Acer,5000000.0,4016132.0,2003,Gen Z,983868.0,24596700.0,125000000.0
BON04718,PEL01535,2024-09-04,Depok,PRD00062,13,10,4,no,Joko GDE,L,1983-12-02,PC Rakitan,MJ008,11500000.0,8910960.0,1983,Milenial,2589040.0,33657520.0,149500000.0
BON04720,PEL01118,2024-06-21,Tangerang,PRD00074,14,15,3,no,Dewi BNZ,P,1997-02-13,PC Rakitan,MJ020,21500000.0,13410455.0,1997,Gen Z,8089545.0,113253630.0,301000000.0
BON04721,PEL01689,2023-07-16,Jakarta,PRD00004,22,10,5,no,Rina CWE,P,2001-11-27,Mouse,Corsair,425000.0,267954.0,2001,Gen Z,157046.0,3455012.0,9350000.0
BON04722,PEL01284,2021-01-22,Bogor,PRD00034,30,5,5,no,Tina JFN,P,1990-02-23,Printer,Kyocera,2200000.0,1936263.0,1990,Milenial,263737.0,7912110.0,66000000.0
