no_bon,id_pelanggan,tanggal_bon,kota,id_produk,jumlah_terjual,diskon,rating,Komplain,nama_pelanggan,gender,tanggal_lahir,jenis_barang,merek_barang,harga_satuan,modal
BON04949,PEL00409,8/24/2023,Tangerang,PRD00050,17,0,4,no,Lia TIZ,P,9/2/1999,Laptop,MSI,19750000.0,17633164.0
BON05800,PEL01295,8/24/2023,Jakarta,PRD00051,17,10,1,yes,Sari TCE,P,9/5/1985,Laptop,Samsung,9500000.0,7390128.0
BON06376,PEL00103,8/24/2023,Bandung,PRD00033,21,5,3,no,Budi FFY,L,9/2/2000,Printer,Ricoh,1800000.0,1412073.0
BON06565,PEL01833,8/24/2023,Bekasi,PRD00013,28,10,1,yes,Budi TGA,L,4/8/1983,Monitor,Gigabyte,1100000.0,754049.0
BON08104,PEL01147,8/24/2023,Jakarta,PRD00029,29,0,1,yes,Rudi WEB,L,9/11/1979,Printer,Brother,900000.0,607976.0
BON01386,PEL00375,8/25/2023,Bekasi,PRD00023,30,10,5,no,Dedi KGC,L,12/16/1988,Keyboard,Ricoh,450000.0,375091.0
BON03412,PEL00007,8/25/2023,Bogor,PRD00052,24,10,2,no,Dewi MBV,P,7/15/1998,Laptop,Microsoft,13500000.0,11312162.0
BON05685,PEL01656,8/25/2023,Bekasi,PRD00050,26,15,1,yes,Lia ZFG,P,10/28/1985,Laptop,MSI,19750000.0,17633164.0
BON01433,PEL00157,8/26/2023,Bekasi,,13,15,1,yes,Dewi FRW,P,5/14/2000,,,,
BON04189,PEL01929,8/26/2023,Bogor,PRD00047,20,5,5,no,Rudi AGL,L,12/19/2004,Laptop,HP,4750000.0,3623315.0
BON04320,PEL01699,8/26/2023,Jakarta,PRD00008,17,0,4,no,Dewi ZAM,P,1/13/1989,Monitor,ASUS,1850000.0,1548728.0
BON06598,PEL00421,8/26/2023,Bandung,PRD00030,17,10,1,yes,Dewi EXW,P,2/10/1994,Printer,Samsung,2700000.0,1800182.0
BON06703,PEL00481,8/26/2023,Depok,PRD00047,13,5,4,no,Rina XIY,P,8/1/1989,Laptop,HP,4750000.0,3623315.0
BON07115,PEL00477,8/26/2023,Tangerang,PRD00028,25,15,5,no,Rudi YYA,L,5/11/1965,Printer,HP,2800000.0,1776707.0
BON07631,PEL00190,8/26/2023,Bandung,PRD00008,16,15,5,no,Rudi HPF,L,12/10/1999,Monitor,ASUS,1850000.0,1548728.0
BON07663,PEL00705,8/26/2023,Depok,,18,0,1,yes,Dewi DDR,P,6/11/1972,,,,
BON07690,PEL00515,8/26/2023,Bekasi,PRD00013,22,15,1,yes,Rudi AES,L,9/23/1979,Monitor,Gigabyte,1100000.0,754049.0
BON04282,PEL00672,8/27/2023,Tangerang,PRD00008,12,5,5,no,Sari OHW,P,2/6/1989,Monitor,ASUS,1850000.0,1548728.0
BON04542,PEL00357,8/27/2023,Bekasi,PRD00002,24,15,4,no,Sari RSQ,P,2/17/1982,Mouse,Razer,125000.0,87603.0
BON07904,PEL00672,8/27/2023,Bekasi,PRD00049,11,5,1,yes,Sari OHW,P,2/6/1989,Laptop,Dell,11750000.0,7974594.0
BON09980,PEL00182,8/27/2023,Depok,PRD00011,27,15,5,no,Budi IKI,L,2/19/2005,Monitor,Acer,1000000.0,747733.0
BON00224,PEL01447,8/28/2023,Bandung,PRD00009,30,15,4,no,Agus JLW,L,2/19/1969,Monitor,Samsung,1600000.0,1139107.0
BON00401,PEL01372,8/28/2023,Bekasi,PRD00011,21,5,1,yes,Tina PSK,P,4/19/1979,Monitor,Acer,1000000.0,747733.0
BON02324,PEL00370,8/28/2023,Depok,PRD00029,12,15,2,no,Rudi CEA,L,11/14/1969,Printer,Brother,900000.0,607976.0
BON05717,PEL01593,8/28/2023,Jakarta,PRD00049,19,0,1,yes,Lia LLI,P,6/1/1997,Laptop,Dell,11750000.0,7974594.0
BON05999,PEL00492,8/28/2023,Bogor,PRD00018,26,5,5,no,Rina QHR,P,10/17/2004,Keyboard,HP,800000.0,605976.0
BON07386,PEL00693,8/28/2023,Depok,PRD00006,17,5,4,no,Tina IBD,P,5/18/1985,Monitor,LG,1900000.0,1147364.0
BON08658,PEL01201,8/28/2023,Bekasi,PRD00028,11,15,2,no,Agus KOG,L,4/3/1973,Printer,HP,2800000.0,1776707.0
BON00651,PEL01831,9/1/2023,Bekasi,PRD00004,30,15,5,no,Tina QEJ,P,10/26/1978,Mouse,Corsair,425000.0,267954.0
BON01449,PEL01813,9/1/2023,Bandung,PRD00001,25,0,5,no,Dewi WRG,P,6/7/2000,Mouse,Logitech,125000.0,107423.0
BON04182,PEL01969,9/1/2023,Bekasi,PRD00045,11,0,5,no,Dewi VCM,P,5/7/1999,Laptop,Acer,5000000.0,4016132.0
BON07688,PEL00852,9/1/2023,Jakarta,PRD00035,19,15,3,no,Joko HRQ,L,1/14/2005,Printer,Panasonic,2000000.0,1788056.0
BON00122,PEL01759,9/2/2023,Bekasi,PRD00020,17,5,2,no,Dewi BED,P,12/20/1977,Keyboard,Samsung,600000.0,501505.0
BON01559,PEL01507,9/2/2023,Jakarta,PRD00024,21,15,3,no,Dedi ERY,L,8/26/1993,Keyboard,Kyocera,850000.0,759960.0
BON02274,PEL01411,9/2/2023,Jakarta,PRD00006,12,15,4,no,Agus BJM,L,5/4/1965,Monitor,LG,1900000.0,1147364.0
BON03201,PEL01534,9/2/2023,Bogor,PRD00025,15,15,5,no,Rudi QGJ,L,8/14/1990,Keyboard,Panasonic,400000.0,287728.0
BON04486,PEL01692,9/2/2023,Bekasi,PRD00031,13,15,4,no,Dewi OPG,P,12/8/1975,Printer,Xerox,2700000.0,1999288.0
BON04903,,9/2/2023,Bogor,PRD00034,28,0,3,no,,,,Printer,Kyocera,2200000.0,1936263.0
BON05130,PEL00207,9/2/2023,Bogor,PRD00012,27,10,1,yes,Budi FVJ,L,11/25/1987,Monitor,MSI,1800000.0,1596299.0
BON05550,PEL00310,9/2/2023,Depok,PRD00030,26,10,2,no,Sari YEJ,P,11/14/2001,Printer,Samsung,2700000.0,1800182.0
BON05997,PEL00852,9/2/2023,Jakarta,PRD00020,11,0,2,no,Joko HRQ,L,1/14/2005,Keyboard,Samsung,600000.0,501505.0
BON06081,PEL01061,9/2/2023,Bekasi,PRD00028,12,15,4,no,Dedi FWU,L,5/24/1982,Printer,HP,2800000.0,1776707.0
BON09005,PEL00612,9/2/2023,Jakarta,PRD00007,25,5,3,no,Joko WBD,L,6/21/2002,Monitor,Dell,1850000.0,1578030.0
BON09681,PEL01955,9/2/2023,Depok,PRD00002,27,5,4,no,Joko VWT,L,5/9/2002,Mouse,Razer,125000.0,87603.0
BON09701,PEL00548,9/2/2023,Jakarta,PRD00016,29,5,3,no,Joko OZY,L,6/13/1970,Keyboard,Canon,1100000.0,902572.0
BON01090,PEL01530,9/3/2023,Bekasi,PRD00002,28,5,2,no,Budi EBE,L,11/17/1994,Mouse,Razer,125000.0,87603.0
BON04405,PEL01595,9/3/2023,Tangerang,PRD00025,11,10,1,yes,Joko QLZ,L,7/18/1971,Keyboard,Panasonic,400000.0,287728.0
BON06854,PEL01563,9/3/2023,Jakarta,PRD00032,14,15,5,no,Sari DIR,P,7/19/1968,Printer,Lexmark,2500000.0,1828761.0
BON07513,PEL01733,9/3/2023,Bogor,PRD00029,30,15,1,yes,Dedi WXG,L,10/21/2001,Printer,Brother,900000.0,607976.0
BON07789,PEL01940,9/3/2023,Tangerang,PRD00005,25,10,4,no,Lia ABR,P,5/4/2003,Mouse,Microsoft,225000.0,178221.0
BON09130,PEL00296,9/3/2023,Tangerang,PRD00053,26,15,4,no,Rina BUU,P,6/21/2001,Laptop,Razer,13000000.0,10909656.0
BON00197,PEL01898,9/4/2023,Depok,PRD00034,17,10,4,no,Rudi CWO,L,8/23/1971,Printer,Kyocera,2200000.0,1936263.0
BON01096,PEL01736,9/4/2023,Bogor,PRD00026,17,0,3,no,Dewi ZMW,P,3/2/1976,Printer,Canon,1800000.0,1375032.0
BON01752,PEL01921,9/4/2023,Bandung,PRD00035,29,5,3,no,Budi REW,L,12/13/1988,Printer,Panasonic,2000000.0,1788056.0
BON03271,PEL01072,9/4/2023,Depok,PRD00012,18,5,4,no,Sari FFU,P,8/7/1974,Monitor,MSI,1800000.0,1596299.0
BON04524,PEL00804,9/4/2023,Bekasi,PRD00006,11,0,1,yes,Agus SIP,L,5/28/1981,Monitor,LG,1900000.0,1147364.0
BON07599,PEL00855,9/4/2023,Depok,PRD00045,28,10,3,no,Tina EMP,P,1/17/1998,Laptop,Acer,5000000.0,4016132.0
BON07746,PEL00520,9/4/2023,Bogor,PRD00052,19,0,5,no,Joko WLJ,L,11/13/1988,Laptop,Microsoft,13500000.0,11312162.0
BON08249,PEL00313,9/4/2023,Bandung,PRD00005,19,15,1,yes,Tina WTG,P,3/17/1983,Mouse,Microsoft,225000.0,178221.0
BON08404,PEL00033,9/4/2023,Bekasi,PRD00032,20,0,5,no,Dedi LNI,L,10/3/1968,Printer,Lexmark,2500000.0,1828761.0
BON03928,PEL01234,9/5/2023,Tangerang,PRD00006,30,10,4,no,Rina SWF,P,2/21/1977,Monitor,LG,1900000.0,1147364.0
BON04865,PEL00582,9/5/2023,Depok,PRD00027,27,10,2,no,Budi PVS,L,2/16/1995,Printer,Epson,1800000.0,1129863.0
BON07466,PEL00258,9/5/2023,Bekasi,PRD00021,25,15,5,no,Joko LOG,L,12/16/1976,Keyboard,Xerox,750000.0,514953.0
BON09962,PEL00238,9/5/2023,Bekasi,PRD00050,12,5,2,no,Budi RSZ,L,11/25/1989,Laptop,MSI,19750000.0,17633164.0
BON00900,PEL01957,9/6/2023,Bandung,PRD00014,23,15,3,no,Sari HBP,P,5/28/1989,Monitor,Eizo,750000.0,557724.0
BON05066,PEL01637,9/6/2023,Tangerang,PRD00022,10,10,5,no,Sari NGV,P,3/8/1975,Keyboard,Lexmark,550000.0,477099.0
BON05903,PEL01055,9/6/2023,Bekasi,PRD00023,25,5,4,no,Joko EMI,L,1/5/1998,Keyboard,Ricoh,450000.0,375091.0
BON07596,PEL00886,9/6/2023,Depok,PRD00047,29,0,3,no,Budi GQR,L,5/16/1993,Laptop,HP,4750000.0,3623315.0
BON08973,PEL01468,9/6/2023,Bandung,PRD00001,30,5,2,no,Rina BPE,P,3/13/1989,Mouse,Logitech,125000.0,107423.0
BON09483,PEL00194,9/6/2023,Tangerang,PRD00011,22,5,2,no,Dedi RKA,L,7/10/2004,Monitor,Acer,1000000.0,747733.0
BON00925,PEL01451,9/7/2023,Tangerang,PRD00046,22,0,5,no,Budi BLF,L,4/14/1966,Laptop,ASUS,12000000.0,10206638.0
BON04869,PEL01220,9/7/2023,Bogor,PRD00014,22,0,5,no,Rudi HQJ,L,5/17/1975,Monitor,Eizo,750000.0,557724.0
BON06012,PEL00524,9/7/2023,Depok,PRD00029,18,10,4,no,Lia FCO,P,11/7/1971,Printer,Brother,900000.0,607976.0
BON06461,PEL00840,9/7/2023,Bogor,PRD00003,29,0,1,yes,Sari UWP,P,12/19/1989,Mouse,SteelSeries,450000.0,358724.0
BON07109,PEL01233,9/7/2023,Depok,PRD00022,10,10,2,no,Sari HLY,P,10/26/1971,Keyboard,Lexmark,550000.0,477099.0
BON08681,PEL01621,9/7/2023,Tangerang,PRD00030,26,15,2,no,Agus ZGZ,L,3/18/1972,Printer,Samsung,2700000.0,1800182.0
BON09942,PEL00210,9/7/2023,Bogor,PRD00006,22,5,2,no,Joko SJG,L,10/25/1990,Monitor,LG,1900000.0,1147364.0
BON01340,PEL02000,9/8/2023,Bogor,PRD00052,26,15,2,no,Budi DNQ,L,5/22/1981,Laptop,Microsoft,13500000.0,11312162.0
BON07966,PEL00518,9/8/2023,Tangerang,PRD00005,15,0,5,no,Sari GMJ,P,2/13/2004,Mouse,Microsoft,225000.0,178221.0
BON08495,PEL01367,9/8/2023,Depok,PRD00031,22,10,1,yes,Tina UFF,P,10/22/1969,Printer,Xerox,2700000.0,1999288.0
BON09572,PEL00791,9/8/2023,Jakarta,PRD00022,22,15,2,no,Dewi CGU,P,9/13/1967,Keyboard,Lexmark,550000.0,477099.0
BON00167,PEL01930,9/9/2023,Jakarta,PRD00014,24,15,3,no,Dedi WJG,L,4/3/1966,Monitor,Eizo,750000.0,557724.0
BON03948,PEL01798,9/9/2023,Bekasi,PRD00026,29,5,1,yes,Rina JRZ,P,9/6/1973,Printer,Canon,1800000.0,1375032.0
BON05079,PEL01313,9/9/2023,Tangerang,PRD00008,21,0,4,no,Tina RTX,P,11/21/1989,Monitor,ASUS,1850000.0,1548728.0
BON06128,PEL01537,9/9/2023,Tangerang,PRD00020,12,15,2,no,Dewi VDA,P,8/28/1975,Keyboard,Samsung,600000.0,501505.0
BON06414,PEL01011,9/9/2023,Depok,PRD00021,14,10,5,no,Tina QYB,P,11/21/1999,Keyboard,Xerox,750000.0,514953.0
BON07235,PEL00488,9/9/2023,Bekasi,PRD00013,16,15,3,no,Tina YJJ,P,9/9/2000,Monitor,Gigabyte,1100000.0,754049.0
BON08685,PEL00978,9/9/2023,Bandung,PRD00009,19,5,5,no,Dewi XDO,P,10/28/1991,Monitor,Samsung,1600000.0,1139107.0
BON01080,PEL00818,9/10/2023,Bekasi,PRD00046,12,10,3,no,Budi ENS,L,12/1/1986,Laptop,ASUS,12000000.0,10206638.0
BON01683,PEL01637,9/10/2023,Bekasi,PRD00003,19,0,2,no,Sari NGV,P,3/8/1975,Mouse,SteelSeries,450000.0,358724.0
BON01776,PEL00328,9/10/2023,Bogor,PRD00034,26,5,1,yes,Joko KPJ,L,5/21/1982,Printer,Kyocera,2200000.0,1936263.0
BON06121,PEL01972,9/10/2023,Bekasi,PRD00009,12,15,4,no,Sari XWU,P,3/19/1965,Monitor,Samsung,1600000.0,1139107.0
,PEL00025,9/10/2023,Bandung,PRD00013,24,15,2,no,Dewi OEB,P,8/19/1983,Monitor,Gigabyte,1100000.0,754049.0
BON07141,PEL01295,9/10/2023,Depok,PRD00023,23,10,5,no,Sari TCE,P,9/5/1985,Keyboard,Ricoh,450000.0,375091.0
BON07440,PEL00954,9/10/2023,Bekasi,PRD00008,20,10,3,no,Lia KVH,P,10/18/1987,Monitor,ASUS,1850000.0,1548728.0
BON09918,PEL00541,9/10/2023,Depok,PRD00018,23,10,1,yes,Dewi QJH,P,9/28/1994,Keyboard,HP,800000.0,605976.0
BON02393,,9/11/2023,Bekasi,PRD00025,18,15,3,no,,,,Keyboard,Panasonic,400000.0,287728.0
BON02555,PEL00260,9/11/2023,Jakarta,PRD00049,28,15,5,no,Tina XME,P,6/15/1998,Laptop,Dell,11750000.0,7974594.0
BON03837,PEL01045,9/11/2023,Jakarta,PRD00034,28,5,3,no,Budi HSX,L,3/22/1968,Printer,Kyocera,2200000.0,1936263.0
BON06602,PEL01838,9/11/2023,Bekasi,PRD00033,22,15,2,no,Tina JVR,P,10/17/1978,Printer,Ricoh,1800000.0,1412073.0
BON06808,PEL01873,9/11/2023,Tangerang,PRD00029,28,0,5,no,Budi AMX,L,4/8/1993,Printer,Brother,900000.0,607976.0
BON07525,PEL01461,9/11/2023,Bandung,PRD00047,30,5,1,yes,Rina AZA,P,12/10/1970,Laptop,HP,4750000.0,3623315.0
BON01109,PEL01990,9/12/2023,Bogor,PRD00047,19,0,4,no,Agus SSQ,L,7/1/1998,Laptop,HP,4750000.0,3623315.0
BON03375,PEL01914,9/12/2023,Bogor,PRD00053,10,5,3,no,Budi KMC,L,4/13/2003,Laptop,Razer,13000000.0,10909656.0
BON04028,PEL01399,9/12/2023,Tangerang,PRD00016,19,10,2,no,Dewi VTG,P,9/18/2005,Keyboard,Canon,1100000.0,902572.0
BON07494,PEL01206,9/12/2023,Tangerang,PRD00035,28,5,4,no,Agus GLJ,L,2/17/1965,Printer,Panasonic,2000000.0,1788056.0
BON09339,PEL01054,9/12/2023,Tangerang,PRD00049,13,10,2,no,Dewi BNF,P,2/2/1981,Laptop,Dell,11750000.0,7974594.0
BON02553,PEL01451,9/13/2023,Jakarta,PRD00004,14,10,4,no,Budi BLF,L,4/14/1966,Mouse,Corsair,425000.0,267954.0
BON04051,PEL01110,9/13/2023,Depok,PRD00023,24,0,3,no,Joko RFJ,L,12/4/1983,Keyboard,Ricoh,450000.0,375091.0
BON05045,PEL00116,9/14/2023,Bekasi,PRD00035,20,15,3,no,Agus RIR,L,1/7/1987,Printer,Panasonic,2000000.0,1788056.0
BON05167,PEL00321,9/14/2023,Depok,PRD00031,29,5,4,no,Dedi GCL,L,12/2/1992,Printer,Xerox,2700000.0,1999288.0
BON08706,PEL00792,9/14/2023,Tangerang,PRD00053,17,15,1,yes,Budi WQS,L,6/24/1983,Laptop,Razer,13000000.0,10909656.0
BON08887,PEL01289,9/14/2023,Jakarta,PRD00001,12,5,2,no,Tina FKF,P,11/15/1971,Mouse,Logitech,125000.0,107423.0
BON04230,PEL00875,9/15/2023,Bekasi,PRD00019,16,10,2,no,Budi JLF,L,11/8/1982,Keyboard,Brother,1150000.0,843532.0
BON04460,PEL01337,9/15/2023,Depok,PRD00027,26,15,4,no,Dedi AMV,L,2/26/1984,Printer,Epson,1800000.0,1129863.0
BON04868,PEL01979,9/15/2023,Jakarta,PRD00018,30,10,5,no,Sari ZJN,P,9/19/1965,Keyboard,HP,800000.0,605976.0
BON05763,PEL00771,9/15/2023,Bogor,PRD00032,16,5,1,yes,Tina OGF,P,10/15/1968,Printer,Lexmark,2500000.0,1828761.0
BON06695,PEL00154,9/15/2023,Bandung,PRD00026,28,15,4,no,Lia LVM,P,9/2/1998,Printer,Canon,1800000.0,1375032.0
BON08813,PEL01037,9/15/2023,Bogor,PRD00050,12,10,4,no,Dewi JXG,P,12/14/1971,Laptop,MSI,19750000.0,17633164.0
BON08901,,9/15/2023,Depok,PRD00049,26,15,4,no,,,,Laptop,Dell,11750000.0,7974594.0
BON09422,PEL00357,9/15/2023,Depok,PRD00053,27,15,2,no,Sari RSQ,P,2/17/1982,Laptop,Razer,13000000.0,10909656.0
BON00670,PEL00516,9/16/2023,Jakarta,PRD00007,28,15,3,no,Lia ASD,P,7/22/1965,Monitor,Dell,1850000.0,1578030.0
BON00906,PEL00622,9/16/2023,Tangerang,PRD00005,21,0,4,no,Rina XFI,P,9/4/1976,Mouse,Microsoft,225000.0,178221.0
BON05265,PEL01927,9/16/2023,Bekasi,PRD00013,22,10,1,yes,Agus RVL,L,9/16/1986,Monitor,Gigabyte,1100000.0,754049.0
BON05998,PEL00576,9/16/2023,Bandung,PRD00022,27,15,3,no,Lia WHM,P,6/2/1978,Keyboard,Lexmark,550000.0,477099.0
BON07475,PEL00716,9/16/2023,Bekasi,PRD00048,10,5,2,no,Tina ZPS,P,3/4/1991,Laptop,Lenovo,19750000.0,14463191.0
BON00586,PEL00423,9/17/2023,Tangerang,PRD00050,22,5,1,yes,Lia ZJJ,P,12/27/1993,Laptop,MSI,19750000.0,17633164.0
BON03121,PEL00480,9/17/2023,Bogor,PRD00020,20,0,4,no,Rina TXK,P,12/4/1970,Keyboard,Samsung,600000.0,501505.0
BON03615,PEL00627,9/17/2023,Bekasi,PRD00025,26,0,4,no,Sari OCV,P,11/7/1986,Keyboard,Panasonic,400000.0,287728.0
BON04821,PEL01868,9/17/2023,Bekasi,PRD00029,16,5,1,yes,Dedi PIE,L,9/2/1988,Printer,Brother,900000.0,607976.0
BON07294,PEL01321,9/17/2023,Tangerang,PRD00025,17,5,1,yes,Lia NRC,P,3/26/1977,Keyboard,Panasonic,400000.0,287728.0
BON01965,PEL00589,9/18/2023,Bandung,PRD00022,17,0,1,yes,Dewi EAJ,P,6/21/1999,Keyboard,Lexmark,550000.0,477099.0
BON02065,PEL01893,9/18/2023,Jakarta,PRD00017,28,5,4,no,Rina WUU,P,2/12/1982,Keyboard,Epson,1250000.0,983813.0
BON03256,PEL00853,9/18/2023,Depok,PRD00023,23,10,3,no,Agus BVE,L,5/18/1997,Keyboard,Ricoh,450000.0,375091.0
BON03343,PEL00542,9/18/2023,Bekasi,PRD00010,23,0,1,yes,Rina WMO,P,3/27/1999,Monitor,BenQ,1950000.0,1409393.0
BON03728,PEL00036,9/18/2023,Bogor,,27,5,2,no,Dedi HWG,L,6/23/1970,,,,
BON03848,PEL00473,9/18/2023,Bogor,PRD00034,11,5,3,no,Agus SNP,L,1/18/1970,Printer,Kyocera,2200000.0,1936263.0
BON04040,PEL00175,9/18/2023,Depok,PRD00007,26,5,2,no,Budi YBY,L,3/8/1980,Monitor,Dell,1850000.0,1578030.0
BON05636,PEL00696,9/18/2023,Tangerang,PRD00003,27,10,3,no,Budi XOW,L,9/13/1977,Mouse,SteelSeries,450000.0,358724.0
BON09608,PEL01720,9/18/2023,Bogor,PRD00020,11,15,2,no,Agus DGG,L,12/9/1981,Keyboard,Samsung,600000.0,501505.0
BON09631,PEL01790,9/18/2023,Bandung,PRD00007,11,0,5,no,Dewi JRS,P,9/5/1980,Monitor,Dell,1850000.0,1578030.0
BON07648,PEL00957,9/19/2023,Jakarta,PRD00001,10,15,1,yes,Dedi QHC,L,8/9/1968,Mouse,Logitech,125000.0,107423.0
BON09845,PEL00760,9/19/2023,Depok,,22,0,2,no,Agus WJQ,L,5/21/1975,,,,
BON00565,PEL00718,9/20/2023,Tangerang,PRD00007,23,15,5,no,Sari KKX,P,12/24/1989,Monitor,Dell,1850000.0,1578030.0
BON00799,PEL00794,9/20/2023,Bandung,PRD00026,14,5,1,yes,Budi MNA,L,10/23/1976,Printer,Canon,1800000.0,1375032.0
BON01231,PEL00237,9/20/2023,Tangerang,PRD00045,24,0,1,yes,Dedi RNN,L,6/16/2004,Laptop,Acer,5000000.0,4016132.0
BON02224,PEL00844,9/20/2023,Depok,PRD00024,25,10,5,no,Budi QTR,L,7/4/1973,Keyboard,Kyocera,850000.0,759960.0
BON02803,PEL01322,9/20/2023,Bandung,PRD00022,11,0,4,no,Lia GLB,P,4/13/1983,Keyboard,Lexmark,550000.0,477099.0
BON02922,PEL00946,9/20/2023,Tangerang,PRD00007,22,5,3,no,Rina CKE,P,4/23/2002,Monitor,Dell,1850000.0,1578030.0
BON03807,PEL01225,9/20/2023,Tangerang,PRD00014,24,5,3,no,Rudi XTO,L,6/28/1969,Monitor,Eizo,750000.0,557724.0
BON04005,PEL00937,9/20/2023,Bekasi,PRD00015,11,5,1,yes,Lia VPP,P,7/4/1986,Monitor,ViewSonic,1950000.0,1227395.0
BON04565,PEL01380,9/20/2023,Bekasi,PRD00051,10,5,3,no,Tina FWS,P,12/10/2004,Laptop,Samsung,9500000.0,7390128.0
BON07338,PEL00223,9/20/2023,Tangerang,PRD00002,16,10,2,no,Tina FTY,P,6/20/1981,Mouse,Razer,125000.0,87603.0
BON07858,PEL00895,9/20/2023,Depok,PRD00054,22,0,1,yes,Dewi VWF,P,5/5/1987,Laptop,Apple,17750000.0,15174836.0
BON09370,PEL01371,9/20/2023,Jakarta,PRD00034,17,15,5,no,Tina HFC,P,6/1/1992,Printer,Kyocera,2200000.0,1936263.0
BON04715,PEL00644,9/21/2023,Jakarta,PRD00052,27,10,4,no,Sari AMT,P,7/16/2000,Laptop,Microsoft,13500000.0,11312162.0
BON05478,PEL00367,9/21/2023,Tangerang,PRD00027,22,5,2,no,Dewi ODL,P,6/20/1974,Printer,Epson,1800000.0,1129863.0
BON06562,PEL00124,9/21/2023,Jakarta,PRD00047,15,10,5,no,Dedi CRE,L,1/3/2004,Laptop,HP,4750000.0,3623315.0
BON06918,PEL01093,9/21/2023,Depok,PRD00018,23,15,5,no,Joko SWP,L,8/16/1990,Keyboard,HP,800000.0,605976.0
BON09276,PEL01908,9/21/2023,Bogor,PRD00011,21,0,2,no,Agus HDB,L,11/5/2004,Monitor,Acer,1000000.0,747733.0
BON00699,PEL00748,9/22/2023,Tangerang,PRD00003,21,15,3,no,Tina BXD,P,12/6/1986,Mouse,SteelSeries,450000.0,358724.0
BON00852,PEL01262,9/22/2023,Bekasi,PRD00031,24,15,3,no,Rudi TVH,L,12/24/2002,Printer,Xerox,2700000.0,1999288.0
BON00958,PEL01098,9/22/2023,Bekasi,PRD00011,29,15,5,no,Joko RBX,L,10/20/2005,Monitor,Acer,1000000.0,747733.0
BON01460,PEL01051,9/22/2023,Bandung,PRD00051,14,10,1,yes,Rudi DJP,L,9/23/1967,Laptop,Samsung,9500000.0,7390128.0
BON03325,PEL01715,9/22/2023,Depok,PRD00012,12,15,3,no,Lia HTJ,P,1/21/1980,Monitor,MSI,1800000.0,1596299.0
BON03474,PEL00212,9/22/2023,Tangerang,PRD00003,14,5,5,no,Budi ILA,L,12/27/1998,Mouse,SteelSeries,450000.0,358724.0
BON05728,PEL00857,9/22/2023,Bogor,PRD00051,25,0,1,yes,Budi VJM,L,7/19/1981,Laptop,Samsung,9500000.0,7390128.0
BON08325,PEL00744,9/22/2023,Tangerang,PRD00045,20,10,5,no,Tina KTE,P,10/2/1994,Laptop,Acer,5000000.0,4016132.0
BON03508,PEL00140,9/23/2023,Jakarta,PRD00008,29,10,5,no,Tina WGW,P,7/19/1965,Monitor,ASUS,1850000.0,1548728.0
BON08616,PEL00845,9/23/2023,Bogor,PRD00025,19,15,4,no,Sari XRI,P,1/11/1980,Keyboard,Panasonic,400000.0,287728.0
BON03028,PEL01512,9/24/2023,Depok,PRD00014,24,10,3,no,Dewi SWV,P,10/26/1979,Monitor,Eizo,750000.0,557724.0
BON04927,PEL00785,9/24/2023,Bekasi,PRD00001,24,0,3,no,Sari PKQ,P,10/7/1996,Mouse,Logitech,125000.0,107423.0
BON07891,PEL01858,9/24/2023,Depok,PRD00014,22,0,5,no,Joko DQQ,L,4/14/1966,Monitor,Eizo,750000.0,557724.0
BON08113,PEL00804,9/24/2023,Tangerang,PRD00018,27,0,1,yes,Agus SIP,L,5/28/1981,Keyboard,HP,800000.0,605976.0
BON08146,,9/24/2023,Bekasi,PRD00045,17,0,2,no,,,,Laptop,Acer,5000000.0,4016132.0
BON08622,PEL00547,9/24/2023,Depok,PRD00006,20,5,2,no,Dedi PRQ,L,10/13/1991,Monitor,LG,1900000.0,1147364.0
BON09407,PEL01484,9/24/2023,Depok,PRD00024,23,0,4,no,Rina YTF,P,2/18/1979,Keyboard,Kyocera,850000.0,759960.0
BON00121,PEL01046,9/25/2023,Tangerang,PRD00005,23,0,5,no,Rudi NYD,L,1/17/1976,Mouse,Microsoft,225000.0,178221.0
BON03982,PEL00436,9/25/2023,Bogor,PRD00003,21,10,4,no,Budi CQX,L,7/25/1988,Mouse,SteelSeries,450000.0,358724.0
BON06178,PEL00554,9/25/2023,Jakarta,,19,10,1,yes,Rudi HFJ,L,3/16/1972,,,,
BON07539,PEL00270,9/25/2023,Depok,PRD00023,29,10,2,no,Sari MJC,P,6/10/2003,Keyboard,Ricoh,450000.0,375091.0
BON00817,PEL01852,9/26/2023,Bekasi,PRD00023,15,10,4,no,Rina OZI,P,1/15/1975,Keyboard,Ricoh,450000.0,375091.0
BON01067,PEL01008,9/26/2023,Tangerang,PRD00045,21,10,1,yes,Rina HPV,P,8/15/1987,Laptop,Acer,5000000.0,4016132.0
BON03548,PEL00746,9/26/2023,Depok,PRD00048,25,0,5,no,Agus QTS,L,4/24/1986,Laptop,Lenovo,19750000.0,14463191.0
BON02168,PEL01688,9/27/2023,Depok,PRD00024,15,10,4,no,Joko SPN,L,4/5/1996,Keyboard,Kyocera,850000.0,759960.0
BON02612,PEL01333,9/27/2023,Bekasi,PRD00054,29,0,4,no,Agus GXE,L,8/24/1979,Laptop,Apple,17750000.0,15174836.0
BON03078,,9/27/2023,Bandung,PRD00017,29,15,1,yes,,,,Keyboard,Epson,1250000.0,983813.0
BON06793,PEL01272,9/27/2023,Tangerang,PRD00018,28,10,4,no,Joko TOB,L,1/15/1981,Keyboard,HP,800000.0,605976.0
